,key,year,state_abbr,state,ethnicity,percentage
518,2016OH,2016,OH,Ohio,Asian,0.0
519,2016OH,2016,OH,Ohio,Hispanic,N/A
520,2016OH,2016,OH,Ohio,Native,N/A
521,2016OH,2016,OH,Ohio,Other,0.0
522,2016OK,2016,OK,Oklahoma,Black,0.25
523,2016OK,2016,OK,Oklahoma,White,0.13333333333333333
524,2016OK,2016,OK,Oklahoma,Asian,N/A
525,2016OK,2016,OK,Oklahoma,Hispanic,0.0
526,2016OK,2016,OK,Oklahoma,Native,N/A
527,2016OK,2016,OK,Oklahoma,Other,N/A
528,2016OR,2016,OR,Oregon,Black,0.0
529,2016OR,2016,OR,Oregon,White,0.07692307692307693
530,2016OR,2016,OR,Oregon,Asian,N/A
531,2016OR,2016,OR,Oregon,Hispanic,N/A
532,2016OR,2016,OR,Oregon,Native,N/A
533,2016OR,2016,OR,Oregon,Other,N/A
534,2016PA,2016,PA,Pennsylvania,Black,0.1
535,2016PA,2016,PA,Pennsylvania,White,0.1111111111111111
536,2016PA,2016,PA,Pennsylvania,Asian,N/A
537,2016PA,2016,PA,Pennsylvania,Hispanic,N/A
538,2016PA,2016,PA,Pennsylvania,Native,N/A
539,2016PA,2016,PA,Pennsylvania,Other,N/A
540,2016RI,2016,RI,Rhode Island,Black,0.0
541,2016RI,2016,RI,Rhode Island,White,N/A
542,2016RI,2016,RI,Rhode Island,Asian,N/A
543,2016RI,2016,RI,Rhode Island,Hispanic,0.0
544,2016RI,2016,RI,Rhode Island,Native,N/A
545,2016RI,2016,RI,Rhode Island,Other,N/A
546,2016SC,2016,SC,South Carolina,Black,0.0
547,2016SC,2016,SC,South Carolina,White,0.0
548,2016SC,2016,SC,South Carolina,Asian,N/A
549,2016SC,2016,SC,South Carolina,Hispanic,N/A
550,2016SC,2016,SC,South Carolina,Native,N/A
551,2016SC,2016,SC,South Carolina,Other,N/A
552,2016SD,2016,SD,South Dakota,Black,N/A
553,2016SD,2016,SD,South Dakota,White,0.3333333333333333
554,2016SD,2016,SD,South Dakota,Asian,N/A
555,2016SD,2016,SD,South Dakota,Hispanic,N/A
556,2016SD,2016,SD,South Dakota,Native,0.0
557,2016SD,2016,SD,South Dakota,Other,N/A
558,2016TN,2016,TN,Tennessee,Black,0.0
559,2016TN,2016,TN,Tennessee,White,0.0625
560,2016TN,2016,TN,Tennessee,Asian,0.0
561,2016TN,2016,TN,Tennessee,Hispanic,0.0
562,2016TN,2016,TN,Tennessee,Native,N/A
563,2016TN,2016,TN,Tennessee,Other,N/A
564,2016TX,2016,TX,Texas,Black,0.23529411764705882
565,2016TX,2016,TX,Texas,White,0.05405405405405406
566,2016TX,2016,TX,Texas,Asian,N/A
567,2016TX,2016,TX,Texas,Hispanic,0.05
568,2016TX,2016,TX,Texas,Native,0.0
569,2016TX,2016,TX,Texas,Other,0.0
570,2016UT,2016,UT,Utah,Black,N/A
571,2016UT,2016,UT,Utah,White,0.0
572,2016UT,2016,UT,Utah,Asian,N/A
573,2016UT,2016,UT,Utah,Hispanic,N/A
574,2016UT,2016,UT,Utah,Native,N/A
575,2016UT,2016,UT,Utah,Other,N/A
576,2016VA,2016,VA,Virginia,Black,0.125
577,2016VA,2016,VA,Virginia,White,0.0
578,2016VA,2016,VA,Virginia,Asian,N/A
579,2016VA,2016,VA,Virginia,Hispanic,0.0
580,2016VA,2016,VA,Virginia,Native,N/A
581,2016VA,2016,VA,Virginia,Other,N/A
582,2016VT,2016,VT,Vermont,Black,N/A
583,2016VT,2016,VT,Vermont,White,0.0
584,2016VT,2016,VT,Vermont,Asian,N/A
585,2016VT,2016,VT,Vermont,Hispanic,N/A
586,2016VT,2016,VT,Vermont,Native,1.0
587,2016VT,2016,VT,Vermont,Other,N/A
588,2016WA,2016,WA,Washington,Black,0.0
589,2016WA,2016,WA,Washington,White,0.0
590,2016WA,2016,WA,Washington,Asian,0.0
591,2016WA,2016,WA,Washington,Hispanic,0.0
592,2016WA,2016,WA,Washington,Native,0.0
593,2016WA,2016,WA,Washington,Other,N/A
594,2016WI,2016,WI,Wisconsin,Black,0.2
595,2016WI,2016,WI,Wisconsin,White,0.0
596,2016WI,2016,WI,Wisconsin,Asian,N/A
597,2016WI,2016,WI,Wisconsin,Hispanic,N/A
598,2016WI,2016,WI,Wisconsin,Native,N/A
599,2016WI,2016,WI,Wisconsin,Other,N/A
600,2016WV,2016,WV,West Virginia,Black,0.0
601,2016WV,2016,WV,West Virginia,White,0.0
602,2016WV,2016,WV,West Virginia,Asian,N/A
603,2016WV,2016,WV,West Virginia,Hispanic,N/A
604,2016WV,2016,WV,West Virginia,Native,N/A
605,2016WV,2016,WV,West Virginia,Other,N/A
606,2016WY,2016,WY,Wyoming,Black,N/A
607,2016WY,2016,WY,Wyoming,White,0.0
608,2016WY,2016,WY,Wyoming,Asian,N/A
609,2016WY,2016,WY,Wyoming,Hispanic,0.0
610,2016WY,2016,WY,Wyoming,Native,N/A
611,2016WY,2016,WY,Wyoming,Other,N/A
612,2017AK,2017,AK,Alaska,Black,0.0
613,2017AK,2017,AK,Alaska,White,0.2
614,2017AK,2017,AK,Alaska,Asian,N/A
615,2017AK,2017,AK,Alaska,Hispanic,N/A
616,2017AK,2017,AK,Alaska,Native,0.0
617,2017AK,2017,AK,Alaska,Other,N/A
618,2017AL,2017,AL,Alabama,Black,0.16666666666666666
619,2017AL,2017,AL,Alabama,White,0.07142857142857142
620,2017AL,2017,AL,Alabama,Asian,N/A
621,2017AL,2017,AL,Alabama,Hispanic,0.0
622,2017AL,2017,AL,Alabama,Native,N/A
623,2017AL,2017,AL,Alabama,Other,N/A
624,2017AR,2017,AR,Arkansas,Black,0.0
625,2017AR,2017,AR,Arkansas,White,0.0
626,2017AR,2017,AR,Arkansas,Asian,0.0
627,2017AR,2017,AR,Arkansas,Hispanic,N/A
628,2017AR,2017,AR,Arkansas,Native,N/A
629,2017AR,2017,AR,Arkansas,Other,N/A
630,2017AZ,2017,AZ,Arizona,Black,0.2
631,2017AZ,2017,AZ,Arizona,White,0.05263157894736842
632,2017AZ,2017,AZ,Arizona,Asian,N/A
633,2017AZ,2017,AZ,Arizona,Hispanic,0.0
634,2017AZ,2017,AZ,Arizona,Native,N/A
635,2017AZ,2017,AZ,Arizona,Other,N/A
636,2017CA,2017,CA,California,Black,0.09090909090909091
637,2017CA,2017,CA,California,White,0.022222222222222223
638,2017CA,2017,CA,California,Asian,0.0
639,2017CA,2017,CA,California,Hispanic,0.11594202898550725
640,2017CA,2017,CA,California,Native,0.0
641,2017CA,2017,CA,California,Other,0.0
642,2017CO,2017,CO,Colorado,Black,0.0
643,2017CO,2017,CO,Colorado,White,0.07142857142857142
644,2017CO,2017,CO,Colorado,Asian,0.0
645,2017CO,2017,CO,Colorado,Hispanic,0.14285714285714285
646,2017CO,2017,CO,Colorado,Native,0.0
647,2017CO,2017,CO,Colorado,Other,0.0
648,2017CT,2017,CT,Connecticut,Black,0.0
649,2017CT,2017,CT,Connecticut,White,0.0
650,2017CT,2017,CT,Connecticut,Asian,N/A
651,2017CT,2017,CT,Connecticut,Hispanic,0.0
652,2017CT,2017,CT,Connecticut,Native,N/A
653,2017CT,2017,CT,Connecticut,Other,N/A
654,2017DC,2017,DC,District of Columbia,Black,0.0
655,2017DC,2017,DC,District of Columbia,White,0.0
656,2017DC,2017,DC,District of Columbia,Asian,N/A
657,2017DC,2017,DC,District of Columbia,Hispanic,N/A
658,2017DC,2017,DC,District of Columbia,Native,N/A
659,2017DC,2017,DC,District of Columbia,Other,N/A
660,2017DE,2017,DE,Delaware,Black,0.0
661,2017DE,2017,DE,Delaware,White,0.0
662,2017DE,2017,DE,Delaware,Asian,N/A
663,2017DE,2017,DE,Delaware,Hispanic,N/A
664,2017DE,2017,DE,Delaware,Native,N/A
665,2017DE,2017,DE,Delaware,Other,N/A
666,2017FL,2017,FL,Florida,Black,0.2222222222222222
667,2017FL,2017,FL,Florida,White,0.03225806451612903
668,2017FL,2017,FL,Florida,Asian,N/A
669,2017FL,2017,FL,Florida,Hispanic,0.14285714285714285
670,2017FL,2017,FL,Florida,Native,N/A
671,2017FL,2017,FL,Florida,Other,N/A
672,2017GA,2017,GA,Georgia,Black,0.2222222222222222
673,2017GA,2017,GA,Georgia,White,0.0625
674,2017GA,2017,GA,Georgia,Asian,N/A
675,2017GA,2017,GA,Georgia,Hispanic,1.0
676,2017GA,2017,GA,Georgia,Native,N/A
677,2017GA,2017,GA,Georgia,Other,N/A
678,2017HI,2017,HI,Hawaii,Black,N/A
679,2017HI,2017,HI,Hawaii,White,0.0
680,2017HI,2017,HI,Hawaii,Asian,0.0
681,2017HI,2017,HI,Hawaii,Hispanic,N/A
682,2017HI,2017,HI,Hawaii,Native,N/A
683,2017HI,2017,HI,Hawaii,Other,0.0
684,2017IA,2017,IA,Iowa,Black,0.0
685,2017IA,2017,IA,Iowa,White,0.0
686,2017IA,2017,IA,Iowa,Asian,N/A
687,2017IA,2017,IA,Iowa,Hispanic,N/A
688,2017IA,2017,IA,Iowa,Native,N/A
689,2017IA,2017,IA,Iowa,Other,N/A
690,2017ID,2017,ID,Idaho,Black,N/A
691,2017ID,2017,ID,Idaho,White,0.0
692,2017ID,2017,ID,Idaho,Asian,N/A
693,2017ID,2017,ID,Idaho,Hispanic,0.0
694,2017ID,2017,ID,Idaho,Native,N/A
695,2017ID,2017,ID,Idaho,Other,N/A
696,2017IL,2017,IL,Illinois,Black,0.1
697,2017IL,2017,IL,Illinois,White,0.16666666666666666
698,2017IL,2017,IL,Illinois,Asian,N/A
699,2017IL,2017,IL,Illinois,Hispanic,0.0
700,2017IL,2017,IL,Illinois,Native,N/A
701,2017IL,2017,IL,Illinois,Other,N/A
702,2017IN,2017,IN,Indiana,Black,0.14285714285714285
703,2017IN,2017,IN,Indiana,White,0.0
704,2017IN,2017,IN,Indiana,Asian,N/A
705,2017IN,2017,IN,Indiana,Hispanic,0.0
706,2017IN,2017,IN,Indiana,Native,N/A
707,2017IN,2017,IN,Indiana,Other,N/A
708,2017KS,2017,KS,Kansas,Black,0.0
709,2017KS,2017,KS,Kansas,White,0.16666666666666666
710,2017KS,2017,KS,Kansas,Asian,N/A
711,2017KS,2017,KS,Kansas,Hispanic,0.0
712,2017KS,2017,KS,Kansas,Native,0.0
713,2017KS,2017,KS,Kansas,Other,N/A
714,2017KY,2017,KY,Kentucky,Black,0.0
715,2017KY,2017,KY,Kentucky,White,0.0625
716,2017KY,2017,KY,Kentucky,Asian,N/A
717,2017KY,2017,KY,Kentucky,Hispanic,N/A
718,2017KY,2017,KY,Kentucky,Native,N/A
719,2017KY,2017,KY,Kentucky,Other,N/A
720,2017LA,2017,LA,Louisiana,Black,0.2727272727272727
721,2017LA,2017,LA,Louisiana,White,0.0
722,2017LA,2017,LA,Louisiana,Asian,0.0
723,2017LA,2017,LA,Louisiana,Hispanic,0.0
724,2017LA,2017,LA,Louisiana,Native,N/A
725,2017LA,2017,LA,Louisiana,Other,N/A
726,2017MA,2017,MA,Massachusetts,Black,N/A
727,2017MA,2017,MA,Massachusetts,White,0.0
728,2017MA,2017,MA,Massachusetts,Asian,N/A
729,2017MA,2017,MA,Massachusetts,Hispanic,0.0
730,2017MA,2017,MA,Massachusetts,Native,N/A
731,2017MA,2017,MA,Massachusetts,Other,N/A
732,2017MD,2017,MD,Maryland,Black,0.0
733,2017MD,2017,MD,Maryland,White,0.2
734,2017MD,2017,MD,Maryland,Asian,N/A
735,2017MD,2017,MD,Maryland,Hispanic,N/A
736,2017MD,2017,MD,Maryland,Native,N/A
737,2017MD,2017,MD,Maryland,Other,N/A
738,2017ME,2017,ME,Maine,Black,0.0
739,2017ME,2017,ME,Maine,White,0.125
740,2017ME,2017,ME,Maine,Asian,N/A
741,2017ME,2017,ME,Maine,Hispanic,N/A
742,2017ME,2017,ME,Maine,Native,N/A
743,2017ME,2017,ME,Maine,Other,N/A
744,2017MI,2017,MI,Michigan,Black,0.2
745,2017MI,2017,MI,Michigan,White,0.14285714285714285
746,2017MI,2017,MI,Michigan,Asian,N/A
747,2017MI,2017,MI,Michigan,Hispanic,N/A
748,2017MI,2017,MI,Michigan,Native,N/A
749,2017MI,2017,MI,Michigan,Other,1.0
750,2017MN,2017,MN,Minnesota,Black,0.0
751,2017MN,2017,MN,Minnesota,White,0.16666666666666666
752,2017MN,2017,MN,Minnesota,Asian,0.0
753,2017MN,2017,MN,Minnesota,Hispanic,N/A
754,2017MN,2017,MN,Minnesota,Native,0.0
755,2017MN,2017,MN,Minnesota,Other,N/A
756,2017MO,2017,MO,Missouri,Black,0.0
757,2017MO,2017,MO,Missouri,White,0.17647058823529413
758,2017MO,2017,MO,Missouri,Asian,N/A
759,2017MO,2017,MO,Missouri,Hispanic,0.0
760,2017MO,2017,MO,Missouri,Native,N/A
761,2017MO,2017,MO,Missouri,Other,N/A
762,2017MS,2017,MS,Mississippi,Black,0.14285714285714285
763,2017MS,2017,MS,Mississippi,White,0.1111111111111111
764,2017MS,2017,MS,Mississippi,Asian,N/A
765,2017MS,2017,MS,Mississippi,Hispanic,0.0
766,2017MS,2017,MS,Mississippi,Native,N/A
767,2017MS,2017,MS,Mississippi,Other,N/A
768,2017MT,2017,MT,Montana,Black,N/A
769,2017MT,2017,MT,Montana,White,0.0
770,2017MT,2017,MT,Montana,Asian,N/A
771,2017MT,2017,MT,Montana,Hispanic,N/A
772,2017MT,2017,MT,Montana,Native,0.0
773,2017MT,2017,MT,Montana,Other,N/A
774,2017NC,2017,NC,North Carolina,Black,0.0
775,2017NC,2017,NC,North Carolina,White,0.0
776,2017NC,2017,NC,North Carolina,Asian,N/A
777,2017NC,2017,NC,North Carolina,Hispanic,0.0
778,2017NC,2017,NC,North Carolina,Native,N/A
779,2017NC,2017,NC,North Carolina,Other,N/A
780,2017ND,2017,ND,North Dakota,Black,N/A
781,2017ND,2017,ND,North Dakota,White,N/A
782,2017ND,2017,ND,North Dakota,Asian,N/A
783,2017ND,2017,ND,North Dakota,Hispanic,N/A
784,2017ND,2017,ND,North Dakota,Native,0.0
785,2017ND,2017,ND,North Dakota,Other,N/A
786,2017NE,2017,NE,Nebraska,Black,N/A
787,2017NE,2017,NE,Nebraska,White,N/A
788,2017NE,2017,NE,Nebraska,Asian,N/A
789,2017NE,2017,NE,Nebraska,Hispanic,N/A
790,2017NE,2017,NE,Nebraska,Native,N/A
791,2017NE,2017,NE,Nebraska,Other,N/A
792,2017NH,2017,NH,New Hampshire,Black,N/A
793,2017NH,2017,NH,New Hampshire,White,0.0
794,2017NH,2017,NH,New Hampshire,Asian,N/A
795,2017NH,2017,NH,New Hampshire,Hispanic,N/A
796,2017NH,2017,NH,New Hampshire,Native,N/A
797,2017NH,2017,NH,New Hampshire,Other,N/A
798,2017NJ,2017,NJ,New Jersey,Black,0.0
799,2017NJ,2017,NJ,New Jersey,White,0.5
800,2017NJ,2017,NJ,New Jersey,Asian,N/A
801,2017NJ,2017,NJ,New Jersey,Hispanic,0.0
802,2017NJ,2017,NJ,New Jersey,Native,N/A
803,2017NJ,2017,NJ,New Jersey,Other,N/A
804,2017NM,2017,NM,New Mexico,Black,N/A
805,2017NM,2017,NM,New Mexico,White,0.25
806,2017NM,2017,NM,New Mexico,Asian,N/A
807,2017NM,2017,NM,New Mexico,Hispanic,0.14285714285714285
808,2017NM,2017,NM,New Mexico,Native,N/A
809,2017NM,2017,NM,New Mexico,Other,N/A
810,2017NV,2017,NV,Nevada,Black,0.0
811,2017NV,2017,NV,Nevada,White,0.0
812,2017NV,2017,NV,Nevada,Asian,N/A
813,2017NV,2017,NV,Nevada,Hispanic,0.0
814,2017NV,2017,NV,Nevada,Native,0.0
815,2017NV,2017,NV,Nevada,Other,N/A
816,2017NY,2017,NY,New York,Black,0.0
817,2017NY,2017,NY,New York,White,0.0
818,2017NY,2017,NY,New York,Asian,N/A
819,2017NY,2017,NY,New York,Hispanic,0.0
820,2017NY,2017,NY,New York,Native,N/A
821,2017NY,2017,NY,New York,Other,N/A
822,2017OH,2017,OH,Ohio,Black,0.0
823,2017OH,2017,OH,Ohio,White,0.17391304347826086
824,2017OH,2017,OH,Ohio,Asian,N/A
825,2017OH,2017,OH,Ohio,Hispanic,N/A
826,2017OH,2017,OH,Ohio,Native,N/A
827,2017OH,2017,OH,Ohio,Other,N/A
828,2017OK,2017,OK,Oklahoma,Black,0.0
829,2017OK,2017,OK,Oklahoma,White,0.0
830,2017OK,2017,OK,Oklahoma,Asian,0.5
831,2017OK,2017,OK,Oklahoma,Hispanic,0.0
832,2017OK,2017,OK,Oklahoma,Native,0.0
833,2017OK,2017,OK,Oklahoma,Other,N/A
834,2017OR,2017,OR,Oregon,Black,0.0
835,2017OR,2017,OR,Oregon,White,0.14285714285714285
836,2017OR,2017,OR,Oregon,Asian,N/A
837,2017OR,2017,OR,Oregon,Hispanic,0.0
838,2017OR,2017,OR,Oregon,Native,N/A
839,2017OR,2017,OR,Oregon,Other,N/A
840,2017PA,2017,PA,Pennsylvania,Black,0.16666666666666666
841,2017PA,2017,PA,Pennsylvania,White,0.07692307692307693
842,2017PA,2017,PA,Pennsylvania,Asian,N/A
843,2017PA,2017,PA,Pennsylvania,Hispanic,0.0
844,2017PA,2017,PA,Pennsylvania,Native,N/A
845,2017PA,2017,PA,Pennsylvania,Other,N/A
846,2017RI,2017,RI,Rhode Island,Black,N/A
847,2017RI,2017,RI,Rhode Island,White,0.0
848,2017RI,2017,RI,Rhode Island,Asian,N/A
849,2017RI,2017,RI,Rhode Island,Hispanic,N/A
850,2017RI,2017,RI,Rhode Island,Native,N/A
851,2017RI,2017,RI,Rhode Island,Other,N/A
852,2017SC,2017,SC,South Carolina,Black,0.0
853,2017SC,2017,SC,South Carolina,White,0.125
854,2017SC,2017,SC,South Carolina,Asian,N/A
855,2017SC,2017,SC,South Carolina,Hispanic,0.0
856,2017SC,2017,SC,South Carolina,Native,N/A
857,2017SC,2017,SC,South Carolina,Other,N/A
858,2017SD,2017,SD,South Dakota,Black,N/A
859,2017SD,2017,SD,South Dakota,White,0.0
860,2017SD,2017,SD,South Dakota,Asian,0.0
861,2017SD,2017,SD,South Dakota,Hispanic,N/A
862,2017SD,2017,SD,South Dakota,Native,N/A
863,2017SD,2017,SD,South Dakota,Other,N/A
864,2017TN,2017,TN,Tennessee,Black,0.25
865,2017TN,2017,TN,Tennessee,White,0.0
866,2017TN,2017,TN,Tennessee,Asian,N/A
867,2017TN,2017,TN,Tennessee,Hispanic,N/A
868,2017TN,2017,TN,Tennessee,Native,N/A
869,2017TN,2017,TN,Tennessee,Other,N/A
870,2017TX,2017,TX,Texas,Black,0.11764705882352941
871,2017TX,2017,TX,Texas,White,0.14285714285714285
872,2017TX,2017,TX,Texas,Asian,0.0
873,2017TX,2017,TX,Texas,Hispanic,0.0
874,2017TX,2017,TX,Texas,Native,N/A
875,2017TX,2017,TX,Texas,Other,N/A
876,2017UT,2017,UT,Utah,Black,0.0
877,2017UT,2017,UT,Utah,White,0.0
878,2017UT,2017,UT,Utah,Asian,N/A
879,2017UT,2017,UT,Utah,Hispanic,0.0
880,2017UT,2017,UT,Utah,Native,N/A
881,2017UT,2017,UT,Utah,Other,N/A
882,2017VA,2017,VA,Virginia,Black,0.0
883,2017VA,2017,VA,Virginia,White,0.07692307692307693
884,2017VA,2017,VA,Virginia,Asian,0.0
885,2017VA,2017,VA,Virginia,Hispanic,0.0
886,2017VA,2017,VA,Virginia,Native,N/A
887,2017VA,2017,VA,Virginia,Other,N/A
888,2017VT,2017,VT,Vermont,Black,N/A
889,2017VT,2017,VT,Vermont,White,0.0
890,2017VT,2017,VT,Vermont,Asian,N/A
891,2017VT,2017,VT,Vermont,Hispanic,N/A
892,2017VT,2017,VT,Vermont,Native,N/A
893,2017VT,2017,VT,Vermont,Other,N/A
894,2017WA,2017,WA,Washington,Black,0.0
895,2017WA,2017,WA,Washington,White,0.0
896,2017WA,2017,WA,Washington,Asian,0.0
897,2017WA,2017,WA,Washington,Hispanic,0.0
898,2017WA,2017,WA,Washington,Native,0.0
899,2017WA,2017,WA,Washington,Other,0.0
900,2017WI,2017,WI,Wisconsin,Black,0.2
901,2017WI,2017,WI,Wisconsin,White,0.0
902,2017WI,2017,WI,Wisconsin,Asian,0.0
903,2017WI,2017,WI,Wisconsin,Hispanic,N/A
904,2017WI,2017,WI,Wisconsin,Native,0.3333333333333333
905,2017WI,2017,WI,Wisconsin,Other,N/A
906,2017WV,2017,WV,West Virginia,Black,0.0
907,2017WV,2017,WV,West Virginia,White,0.0
908,2017WV,2017,WV,West Virginia,Asian,N/A
909,2017WV,2017,WV,West Virginia,Hispanic,N/A
910,2017WV,2017,WV,West Virginia,Native,N/A
911,2017WV,2017,WV,West Virginia,Other,N/A
912,2017WY,2017,WY,Wyoming,Black,N/A
913,2017WY,2017,WY,Wyoming,White,0.0
914,2017WY,2017,WY,Wyoming,Asian,N/A
915,2017WY,2017,WY,Wyoming,Hispanic,N/A
916,2017WY,2017,WY,Wyoming,Native,N/A
917,2017WY,2017,WY,Wyoming,Other,N/A
918,2018AK,2018,AK,Alaska,Black,0.0
919,2018AK,2018,AK,Alaska,White,0.3333333333333333
920,2018AK,2018,AK,Alaska,Asian,0.0
921,2018AK,2018,AK,Alaska,Hispanic,N/A
922,2018AK,2018,AK,Alaska,Native,0.0
923,2018AK,2018,AK,Alaska,Other,N/A
924,2018AL,2018,AL,Alabama,Black,0.0
925,2018AL,2018,AL,Alabama,White,0.0
926,2018AL,2018,AL,Alabama,Asian,N/A
927,2018AL,2018,AL,Alabama,Hispanic,N/A
928,2018AL,2018,AL,Alabama,Native,N/A
929,2018AL,2018,AL,Alabama,Other,N/A
930,2018AR,2018,AR,Arkansas,Black,0.0
931,2018AR,2018,AR,Arkansas,White,0.0
932,2018AR,2018,AR,Arkansas,Asian,N/A
933,2018AR,2018,AR,Arkansas,Hispanic,N/A
934,2018AR,2018,AR,Arkansas,Native,N/A
935,2018AR,2018,AR,Arkansas,Other,N/A
936,2018AZ,2018,AZ,Arizona,Black,0.2
937,2018AZ,2018,AZ,Arizona,White,0.12
938,2018AZ,2018,AZ,Arizona,Asian,N/A
939,2018AZ,2018,AZ,Arizona,Hispanic,0.0
940,2018AZ,2018,AZ,Arizona,Native,0.0
941,2018AZ,2018,AZ,Arizona,Other,N/A
942,2018CA,2018,CA,California,Black,0.1111111111111111
943,2018CA,2018,CA,California,White,0.0
944,2018CA,2018,CA,California,Asian,0.0
945,2018CA,2018,CA,California,Hispanic,0.021739130434782608
946,2018CA,2018,CA,California,Native,N/A
947,2018CA,2018,CA,California,Other,N/A
948,2018CO,2018,CO,Colorado,Black,0.0
949,2018CO,2018,CO,Colorado,White,0.043478260869565216
950,2018CO,2018,CO,Colorado,Asian,0.5
951,2018CO,2018,CO,Colorado,Hispanic,0.0
952,2018CO,2018,CO,Colorado,Native,0.0
953,2018CO,2018,CO,Colorado,Other,N/A
954,2018CT,2018,CT,Connecticut,Black,N/A
955,2018CT,2018,CT,Connecticut,White,0.0
956,2018CT,2018,CT,Connecticut,Asian,N/A
957,2018CT,2018,CT,Connecticut,Hispanic,N/A
958,2018CT,2018,CT,Connecticut,Native,N/A
959,2018CT,2018,CT,Connecticut,Other,N/A
960,2018DC,2018,DC,District of Columbia,Black,0.0
961,2018DC,2018,DC,District of Columbia,White,N/A
962,2018DC,2018,DC,District of Columbia,Asian,N/A
963,2018DC,2018,DC,District of Columbia,Hispanic,N/A
964,2018DC,2018,DC,District of Columbia,Native,N/A
965,2018DC,2018,DC,District of Columbia,Other,N/A
966,2018DE,2018,DE,Delaware,Black,N/A
967,2018DE,2018,DE,Delaware,White,N/A
968,2018DE,2018,DE,Delaware,Asian,N/A
969,2018DE,2018,DE,Delaware,Hispanic,N/A
970,2018DE,2018,DE,Delaware,Native,N/A
971,2018DE,2018,DE,Delaware,Other,N/A
972,2018FL,2018,FL,Florida,Black,0.15
973,2018FL,2018,FL,Florida,White,0.11764705882352941
974,2018FL,2018,FL,Florida,Asian,N/A
975,2018FL,2018,FL,Florida,Hispanic,0.125
976,2018FL,2018,FL,Florida,Native,N/A
977,2018FL,2018,FL,Florida,Other,N/A
978,2018GA,2018,GA,Georgia,Black,0.09090909090909091
979,2018GA,2018,GA,Georgia,White,0.0
980,2018GA,2018,GA,Georgia,Asian,0.0
981,2018GA,2018,GA,Georgia,Hispanic,0.0
982,2018GA,2018,GA,Georgia,Native,N/A
983,2018GA,2018,GA,Georgia,Other,N/A
984,2018HI,2018,HI,Hawaii,Black,N/A
985,2018HI,2018,HI,Hawaii,White,0.0
986,2018HI,2018,HI,Hawaii,Asian,0.0
987,2018HI,2018,HI,Hawaii,Hispanic,0.0
988,2018HI,2018,HI,Hawaii,Native,N/A
989,2018HI,2018,HI,Hawaii,Other,0.0
990,2018IA,2018,IA,Iowa,Black,0.0
991,2018IA,2018,IA,Iowa,White,0.0
992,2018IA,2018,IA,Iowa,Asian,N/A
993,2018IA,2018,IA,Iowa,Hispanic,N/A
994,2018IA,2018,IA,Iowa,Native,N/A
995,2018IA,2018,IA,Iowa,Other,N/A
996,2018ID,2018,ID,Idaho,Black,1.0
997,2018ID,2018,ID,Idaho,White,0.0
998,2018ID,2018,ID,Idaho,Asian,N/A
999,2018ID,2018,ID,Idaho,Hispanic,N/A
1000,2018ID,2018,ID,Idaho,Native,0.0
1001,2018ID,2018,ID,Idaho,Other,N/A
1002,2018IL,2018,IL,Illinois,Black,0.0
1003,2018IL,2018,IL,Illinois,White,0.14285714285714285
1004,2018IL,2018,IL,Illinois,Asian,N/A
1005,2018IL,2018,IL,Illinois,Hispanic,0.0
1006,2018IL,2018,IL,Illinois,Native,N/A
1007,2018IL,2018,IL,Illinois,Other,N/A
1008,2018IN,2018,IN,Indiana,Black,0.0
1009,2018IN,2018,IN,Indiana,White,0.0
1010,2018IN,2018,IN,Indiana,Asian,N/A
1011,2018IN,2018,IN,Indiana,Hispanic,0.0
1012,2018IN,2018,IN,Indiana,Native,N/A
1013,2018IN,2018,IN,Indiana,Other,N/A
1014,2018KS,2018,KS,Kansas,Black,0.0
1015,2018KS,2018,KS,Kansas,White,0.0
1016,2018KS,2018,KS,Kansas,Asian,N/A
1017,2018KS,2018,KS,Kansas,Hispanic,0.0
1018,2018KS,2018,KS,Kansas,Native,N/A
1019,2018KS,2018,KS,Kansas,Other,N/A
1020,2018KY,2018,KY,Kentucky,Black,0.0
1021,2018KY,2018,KY,Kentucky,White,0.0
1022,2018KY,2018,KY,Kentucky,Asian,0.0
1023,2018KY,2018,KY,Kentucky,Hispanic,0.0
1024,2018KY,2018,KY,Kentucky,Native,0.0
1025,2018KY,2018,KY,Kentucky,Other,N/A
1026,2018LA,2018,LA,Louisiana,Black,0.25
1027,2018LA,2018,LA,Louisiana,White,0.1
1028,2018LA,2018,LA,Louisiana,Asian,N/A
1029,2018LA,2018,LA,Louisiana,Hispanic,N/A
1030,2018LA,2018,LA,Louisiana,Native,N/A
1031,2018LA,2018,LA,Louisiana,Other,N/A
1032,2018MA,2018,MA,Massachusetts,Black,N/A
1033,2018MA,2018,MA,Massachusetts,White,0.3333333333333333
1034,2018MA,2018,MA,Massachusetts,Asian,N/A
1035,2018MA,2018,MA,Massachusetts,Hispanic,N/A
1036,2018MA,2018,MA,Massachusetts,Native,N/A
1037,2018MA,2018,MA,Massachusetts,Other,N/A
1038,2018MD,2018,MD,Maryland,Black,0.125
1039,2018MD,2018,MD,Maryland,White,0.0
1040,2018MD,2018,MD,Maryland,Asian,N/A
1041,2018MD,2018,MD,Maryland,Hispanic,0.0
1042,2018MD,2018,MD,Maryland,Native,N/A
1043,2018MD,2018,MD,Maryland,Other,N/A
1044,2018ME,2018,ME,Maine,Black,N/A
