,year,Asian_proportion,Black_proportion,Hispanic_proportion,Native_proportion,Other_proportion,White_proportion
0,2015.0,0.0,0.14728682170542637,0.11046511627906977,0.1111111111111111,0.26666666666666666,0.06438631790744467
1,2016.0,0.0,0.0811965811965812,0.05625,0.0625,0.0,0.04700854700854701
2,2017.0,0.0625,0.09821428571428571,0.07262569832402235,0.045454545454545456,0.16666666666666666,0.06753812636165578
3,2018.0,0.047619047619047616,0.10043668122270742,0.048484848484848485,0.0,0.0,0.05506607929515418
4,2019.0,0.21052631578947367,0.056,0.06748466257668712,0.07692307692307693,0.0,0.06188118811881188
