manner_of_death,armed,age,gender,race,city,state,flee,body_camera,arms_category,year
shot,gun,39,M,Black,San Francisco,CA,Not fleeing,TRUE,Guns,2017
shot,gun,24,M,White,New Castle,IN,Foot,FALSE,Guns,2017
shot,gun,32,M,Black,Palmetto,FL,Foot,FALSE,Guns,2017
shot,Taser,31,M,White,Las Vegas,NV,Not fleeing,TRUE,Electrical devices,2017
shot,gun,50,M,White,Fairview,TN,Not fleeing,FALSE,Guns,2017
shot,gun,31,M,White,Eugene,OR,Not fleeing,FALSE,Guns,2017
shot,gun,50,M,White,Coolin,ID,Not fleeing,FALSE,Guns,2017
shot,gun,45,M,Black,Emeryville,CA,Car,FALSE,Guns,2017
shot,gun,44,M,White,Spring Hill,FL,Car,FALSE,Guns,2017
shot,gun,48,M,White,Griffin,GA,Not fleeing,FALSE,Guns,2017
shot,baton,39,M,White,Salt Lake City,UT,Not fleeing,FALSE,Blunt instruments,2017
shot,gun,30,M,Native,Topeka,KS,Foot,FALSE,Guns,2017
shot,gun,44,M,White,Columbua,IN,Car,FALSE,Guns,2017
shot,gun,28,M,Black,Palatka,FL,Not fleeing,FALSE,Guns,2017
shot,unknown,24,M,Hispanic,Hialeah,FL,Car,FALSE,Unknown,2017
shot,gun,27,M,Black,West Burlington,IA,Other,TRUE,Guns,2017
shot,knife,34,M,White,Canton Township,PA,Not fleeing,FALSE,Sharp objects,2017
shot,unarmed,41,M,White,Seward,AK,Car,TRUE,Unarmed,2017
shot,gun,26,M,White,North Fort Collins,CO,Not fleeing,TRUE,Guns,2017
shot,gun and sword,38,M,White,St. Louis,MO,Not fleeing,FALSE,Multiple,2017
shot,gun,33,M,White,Parkton,NC,Not fleeing,FALSE,Guns,2017
shot,gun,22,M,White,West Ouachita,LA,Foot,FALSE,Guns,2017
shot,pipe,40,M,White,Jefferson City,MO,Not fleeing,FALSE,Blunt instruments,2017
shot,unknown,34,M,White,Spokane,WA,Not fleeing,FALSE,Unknown,2017
shot,gun,48,F,Black,Canandaigua,NY,Not fleeing,FALSE,Guns,2017
shot,gun,37,M,Black,Thomas County,GA,Not fleeing,FALSE,Guns,2017
shot,gun,67,M,White,Mesa,AZ,Not fleeing,FALSE,Guns,2017
shot,unarmed,35,M,White,Hiram,GA,Not fleeing,FALSE,Unarmed,2017
shot,knife,29,M,Hispanic,Finney County,KS,Not fleeing,FALSE,Sharp objects,2017
shot,gun,28,M,Asian,St. Paul,MN,Not fleeing,TRUE,Guns,2017
shot,gun,40,M,White,Leeds,AL,Other,FALSE,Guns,2017
shot,knife,31,M,Hispanic,Brownsville,TX,Not fleeing,FALSE,Sharp objects,2017
shot,gun,51,M,White,Golden,CO,Car,FALSE,Guns,2017
shot,gun,47,M,White,Perryopolis,PA,Not fleeing,FALSE,Guns,2017
shot,gun,52,M,Hispanic,Miami,FL,Foot,FALSE,Guns,2017
shot,unknown,28,M,Hispanic,Duarte,CA,Other,FALSE,Unknown,2017
shot and Tasered,knife,35,M,Hispanic,Orlando,FL,Not fleeing,FALSE,Sharp objects,2017
shot,gun,25,M,White,Charleston,WV,Car,FALSE,Guns,2017
shot,machete,37.1179309,M,Hispanic,Abingdon,VA,Foot,FALSE,Sharp objects,2017
shot,gun,34,F,Hispanic,Mesa,AZ,Foot,FALSE,Guns,2017
shot,knife,58,M,Hispanic,San Fernando,CA,Not fleeing,FALSE,Sharp objects,2017
shot,gun,24,M,Black,Louisville,KY,Not fleeing,TRUE,Guns,2017
shot,unknown,22,F,Black,Miami,FL,Car,FALSE,Unknown,2017
shot,gun,46,M,White,Pinetop-Lakeside,AZ,Not fleeing,FALSE,Guns,2017
shot,unknown,61,M,White,Biloxi,MS,Car,FALSE,Unknown,2017
shot,gun,43,M,White,Marana,AZ,Not fleeing,FALSE,Guns,2017
shot,unarmed,44,M,Hispanic,Valdez,CO,Foot,FALSE,Unarmed,2017
shot,gun,35,M,Black,Homewood,AL,Foot,FALSE,Guns,2017
shot,gun,29,M,White,Flagstaff,AZ,Not fleeing,TRUE,Guns,2017
shot,gun,57,M,White,Wayne County,KY,Not fleeing,FALSE,Guns,2017
shot,gun,42,M,Black,Charlottesville,VA,Foot,FALSE,Guns,2017
shot,unknown,44,M,Hispanic,Torrance,CA,Car,FALSE,Unknown,2017
shot,gun,20,M,Black,Baltimore,MD,Foot,TRUE,Guns,2017
shot,gun,32,M,White,Simpsonville,SC,Not fleeing,FALSE,Guns,2017
shot,gun,34,M,Hispanic,Picture Rocks,AZ,Not fleeing,FALSE,Guns,2017
shot,gun,18,M,Hispanic,Atwater,CA,Not fleeing,FALSE,Guns,2017
shot and Tasered,gun,31,M,White,Kingwood,TX,Car,FALSE,Guns,2017
shot,unknown,24,M,Black,Hampton,VA,Not fleeing,FALSE,Unknown,2017
shot,gun,35,M,White,Tucson,AZ,Foot,FALSE,Guns,2017
shot,gun,34,M,White,Clearwater,FL,Not fleeing,FALSE,Guns,2017
shot,gun,26,M,White,Kings Mountain,NC,Other,FALSE,Guns,2017
shot,unarmed,55,M,Black,Corpus Christi,TX,Foot,TRUE,Unarmed,2017
shot and Tasered,gun,38,M,White,Birmingham,AL,Not fleeing,FALSE,Guns,2017
shot,gun,23,M,Black,Moraine,OH,Not fleeing,FALSE,Guns,2017
shot,knife,30,M,White,Fort Smith,OK,Not fleeing,TRUE,Sharp objects,2017
shot,hammer,44,M,Hispanic,Cloverdale,CA,Not fleeing,FALSE,Blunt instruments,2017
shot,gun,37,M,White,Girard,OH,Not fleeing,FALSE,Guns,2017
shot,unarmed,27,M,Hispanic,Ceres,CA,Car,FALSE,Unarmed,2017
shot,gun,43,M,Native,Sparks,NV,Not fleeing,FALSE,Guns,2017
shot,gun,25,F,White,St. Joseph,MO,Foot,FALSE,Guns,2017
shot,unarmed,30,M,Native,Crandon,WI,Not fleeing,FALSE,Unarmed,2017
shot,gun,35,M,Hispanic,Lodi,CA,Not fleeing,FALSE,Guns,2017
shot,gun,31,F,White,Shelbyville,KY,Not fleeing,TRUE,Guns,2017
shot,unknown,35,M,Native,Standing Rock Reservation,ND,Car,FALSE,Unknown,2017
shot,unarmed,37,M,White,Plymouth Township,PA,Not fleeing,FALSE,Unarmed,2017
shot,gun,25,M,White,Norwich,CT,Foot,FALSE,Guns,2017
shot and Tasered,screwdriver,34,M,Hispanic,Houston,TX,Not fleeing,FALSE,Piercing objects,2017
shot,gun,33,M,Black,St. Petersburg,FL,Not fleeing,FALSE,Guns,2017
shot,gun,33,M,Black,Cleveland,OH,Foot,FALSE,Guns,2017
shot,gun,32,M,White,Fairhope,AL,Other,FALSE,Guns,2017
shot,gun,34,M,White,Horseheads,NY,Car,FALSE,Guns,2017
shot,machete,46,M,Black,Indiantown,FL,Not fleeing,FALSE,Sharp objects,2017
shot,gun and car,40,M,Hispanic,Greeley,CO,Car,FALSE,Multiple,2017
shot,gun,27,M,Native,Black River Falls,WI,Car,TRUE,Guns,2017
shot,knife,17,M,Hispanic,Polk County,OR,Car,FALSE,Sharp objects,2017
shot,gun,46,M,Black,Tate County,MS,Car,FALSE,Guns,2017
shot,gun,50,M,White,Centennial,CO,Not fleeing,FALSE,Guns,2017
shot,knife,41,M,White,New Castle,IN,Not fleeing,FALSE,Sharp objects,2017
shot,unknown,23,M,Black,King of Prussia,PA,Not fleeing,FALSE,Unknown,2017
shot,gun,33,M,Native,Federal Way,WA,Not fleeing,FALSE,Guns,2017
shot,knife,25,M,Hispanic,Sunnyvale,CA,Not fleeing,FALSE,Sharp objects,2017
shot,unknown,27,M,Black,Riverside,CA,Not fleeing,FALSE,Unknown,2017
shot,gun,39,M,White,Livingston,TN,Not fleeing,FALSE,Guns,2017
shot,gun,22,M,Black,Arlington,TX,Not fleeing,FALSE,Guns,2017
shot,ax,37,F,White,Las Cruces,NM,Not fleeing,FALSE,Blunt instruments,2017
shot,gun,27,M,Hispanic,Anniston,AL,Not fleeing,FALSE,Guns,2017
shot,unknown,28,M,White,Pippa Passes,KY,Car,FALSE,Unknown,2017
shot,pitchfork,56,M,White,Sacramento,CA,Not fleeing,FALSE,Piercing objects,2017
shot,gun,71,M,White,Lakeland,FL,Not fleeing,FALSE,Guns,2017
shot,gun and car,53,M,White,Port Orange,FL,Car,FALSE,Multiple,2017
shot,gun and car,39,M,White,Ohatchee,AL,Car,FALSE,Multiple,2017
shot,knife,56,M,Asian,Clarksville,AR,Not fleeing,FALSE,Sharp objects,2017
shot,gun,24,M,Black,Columbus,MS,Not fleeing,TRUE,Guns,2017
shot,gun,35,M,White,Parker,CO,Other,FALSE,Guns,2017
shot,gun,30,M,Native,Billings,MT,Other,FALSE,Guns,2017
shot,gun,31,M,White,Owen County,IN,Not fleeing,FALSE,Guns,2017
shot,gun,20,M,Black,Bakersfield,CA,Foot,FALSE,Guns,2017
shot,gun,35,M,White,Meridian,MS,Not fleeing,FALSE,Guns,2017
shot,unknown,31,F,Hispanic,Rudioso,NM,Not fleeing,FALSE,Unknown,2017
shot,unknown,49,M,Black,Rockford,IL,Car,FALSE,Unknown,2017
shot,knife,54,F,White,Lynchburg,VA,Not fleeing,FALSE,Sharp objects,2017
shot,gun,48,M,White,Barstow,CA,Car,FALSE,Guns,2017
shot,gun,32,F,White,Marietta,GA,Not fleeing,FALSE,Guns,2017
shot,gun,35,M,Black,Las Vegas,NV,Not fleeing,FALSE,Guns,2017
shot,gun,30,M,White,Forest Park,GA,Car,FALSE,Guns,2017
shot,gun,32,M,White,Clinton,TN,Foot,FALSE,Guns,2017
shot,gun,31,M,White,Roanoke,VA,Not fleeing,FALSE,Guns,2017
shot,knife,14,M,Native,Odanah,WI,Not fleeing,FALSE,Sharp objects,2017
shot,gun,25,M,Black,Salisbury,NC,Car,FALSE,Guns,2017
shot,unknown,32,M,White,Providence,RI,Car,TRUE,Unknown,2017
shot,gun,35,M,White,Neshoba County,MS,Not fleeing,FALSE,Guns,2017
shot,gun,27,M,White,Flatwoods,KY,Car,FALSE,Guns,2017
shot,unarmed,23,F,White,Flatwoods,KY,Car,FALSE,Unarmed,2017
shot,gun,55,M,White,Gibson,LA,Not fleeing,FALSE,Guns,2017
shot,knife,43,M,Black,Phoenix,AZ,Not fleeing,FALSE,Sharp objects,2017
shot,gun,62,M,White,Crystal,MN,Not fleeing,FALSE,Guns,2017
shot,gun,25,M,Black,Denver,CO,Foot,FALSE,Guns,2017
shot,unknown,37.1179309,M,Black,Hinds County,MS,Not fleeing,FALSE,Unknown,2017
shot,gun,50,M,White,Albuquerque,NM,Not fleeing,FALSE,Guns,2017
shot,gun,19,M,White,Dakota City,IA,Other,FALSE,Guns,2017
shot,gun,41,M,Black,Las Vegas,NV,Not fleeing,FALSE,Guns,2017
shot,gun,55,M,White,St. Tammany Parish,LA,Not fleeing,FALSE,Guns,2017
shot,unknown,19,M,Hispanic,Fall River,MA,Car,FALSE,Unknown,2017
shot,knife,67,M,Black,Tremont,NY,Not fleeing,TRUE,Sharp objects,2017
shot,unarmed,24,M,Black,Baton Rouge,LA,Foot,TRUE,Unarmed,2017
shot,gun,44,M,White,Rancho Tehama Reserve,CA,Other,FALSE,Guns,2017
shot,unarmed,29,M,Asian,Oklahoma City,OK,Not fleeing,TRUE,Unarmed,2017
shot,gun,48,M,White,Anchorage,AK,Car,FALSE,Guns,2017
shot,gun,22,M,Hispanic,Van Nuys,CA,Car,FALSE,Guns,2017
shot,knife,37.1179309,M,Black,Jackson,MS,Not fleeing,FALSE,Sharp objects,2017
shot,gun,59,M,White,Elmira,NY,Not fleeing,FALSE,Guns,2017
shot,gun,68,M,Black,Cedar Lake,TX,Not fleeing,FALSE,Guns,2017
shot,unarmed,25,M,White,Albuquerque,NM,Car,FALSE,Unarmed,2017
shot,unarmed,23,M,Hispanic,Albuquerque,NM,Car,FALSE,Unarmed,2017
shot,gun,46,M,Black,West Monroe,LA,Not fleeing,FALSE,Guns,2017
shot,unarmed,25,M,White,Fairfax,VA,Car,FALSE,Unarmed,2017
shot,gun,30,M,White,Charleston,WV,Not fleeing,FALSE,Guns,2017
shot,unarmed,56,M,Black,Prichard,AL,Car,FALSE,Unarmed,2017
shot,unknown,24,M,Native,Billings,MT,Car,FALSE,Unknown,2017
shot,unknown,18,M,White,Warren County,KY,Car,FALSE,Unknown,2017
shot,gun,27,M,White,Greenville County,SC,Car,FALSE,Guns,2017
shot,gun,26,M,White,Davenport,IA,Not fleeing,FALSE,Guns,2017
shot,knife,15,M,White,Gulfport,MS,Not fleeing,FALSE,Sharp objects,2017
shot,gun,26,M,Hispanic,Klamath Falls,OR,Foot,FALSE,Guns,2017
shot,gun,32,M,White,Lebanon,MO,Not fleeing,FALSE,Guns,2017
shot,gun,17,M,Black,St. Louis,MO,Other,FALSE,Guns,2017
shot,gun,32,M,Black,Pell City,AL,Not fleeing,FALSE,Guns,2017
shot,knife,43,M,White,Holland Township,MI,Not fleeing,FALSE,Sharp objects,2017
shot,gun,26,M,White,Wimberley,TX,Not fleeing,FALSE,Guns,2017
shot,unknown,51,M,White,Yuma,AZ,Not fleeing,FALSE,Unknown,2017
shot,gun,39,M,Hispanic,Penasco,NM,Not fleeing,FALSE,Guns,2017
shot,gun,43,M,Hispanic,Lemoore,CA,Car,FALSE,Guns,2017
shot,gun,31,M,White,Huntsville,AL,Not fleeing,FALSE,Guns,2017
shot,knife,22,M,Hispanic,Covina,CA,Not fleeing,FALSE,Sharp objects,2017
shot,gun,40,M,Hispanic,South Gate,CA,Not fleeing,FALSE,Guns,2017
shot,unknown,64,M,White,Eaton County,MI,Car,FALSE,Unknown,2017
shot,gun,30,M,White,Reno,NV,Not fleeing,FALSE,Guns,2017
shot,gun,59,M,White,Hillyard,WA,Foot,FALSE,Guns,2017
shot,gun,24,M,Black,Chicago,IL,Other,TRUE,Guns,2017
shot,gun,32,M,Black,Hendersonville,NC,Foot,FALSE,Guns,2017
shot,gun,37,M,Hispanic,North Hollywood,CA,Car,FALSE,Guns,2017
shot,knife,33,M,White,York,SC,Other,TRUE,Sharp objects,2017
shot,unarmed,42,M,Black,San Francisco,CA,Car,TRUE,Unarmed,2017
shot,knife,37,M,Hispanic,Colton,CA,Not fleeing,FALSE,Sharp objects,2017
shot,gun,33,M,White,Colorado Springs,CO,Not fleeing,FALSE,Guns,2017
shot,sword,62,M,White,La Marque,TX,Not fleeing,FALSE,Sharp objects,2017
shot,gun,46,M,White,Monticello,GA,Not fleeing,FALSE,Guns,2017
shot,machete,69,M,Hispanic,Bronx,NY,Not fleeing,FALSE,Sharp objects,2017
shot,gun,24,M,Black,Bassett,VA,Not fleeing,FALSE,Guns,2017
shot,unarmed,42,M,Black,Lauderdale Lakes,FL,Not fleeing,TRUE,Unarmed,2017
shot,gun,49,M,White,Cheyenne,WY,Not fleeing,FALSE,Guns,2017
shot,gun,35,M,White,Peshtigo,WI,Car,FALSE,Guns,2017
shot,unknown,19,M,Native,Denver,CO,Foot,FALSE,Unknown,2017
shot,gun,40,M,White,Old Forge,PA,Car,FALSE,Guns,2017
shot,unknown,34,M,Black,Tucson,AZ,Car,FALSE,Unknown,2017
shot,gun,22,M,Asian,Redding,CA,Not fleeing,FALSE,Guns,2017
shot,gun,16,M,White,Dover,DE,Not fleeing,FALSE,Guns,2017
shot,gun,69,M,White,Rose Bud,AR,Not fleeing,FALSE,Guns,2017
shot,knife,24,M,White,Point Loma,CA,Other,FALSE,Sharp objects,2017
shot,Taser,28,M,Native,Oklahoma City,OK,Not fleeing,FALSE,Electrical devices,2017
shot,unknown,51,M,White,Great Falls,MT,Other,FALSE,Unknown,2017
shot,unknown,20,M,Black,New Britain,CT,Car,FALSE,Unknown,2017
shot,gun,34,M,White,McMinnville,TN,Not fleeing,FALSE,Guns,2017
shot,unarmed,27,M,Black,Hallandale Beach,FL,Car,FALSE,Unarmed,2017
shot,hatchet,48,M,Black,Oak Park,MI,Not fleeing,FALSE,Blunt instruments,2017
shot,toy weapon,33,M,White,Miami Township,OH,Not fleeing,FALSE,Other unusual objects,2017
shot,unarmed,6,M,White,Schertz,TX,Not fleeing,FALSE,Unarmed,2017
shot,gun,26,M,Hispanic,Greeley,CO,Foot,FALSE,Guns,2017
shot,gun,40,M,White,Gilbert,MN,Foot,FALSE,Guns,2017
shot,machete,46,M,Hispanic,Progreso,TX,Not fleeing,FALSE,Sharp objects,2017
shot,gun,20,M,White,Fairbanks,AK,Not fleeing,TRUE,Guns,2017
shot,gun,28,M,Black,Lawrence,IN,Car,FALSE,Guns,2017
shot,gun,30,M,White,Desert Hot Springs,CA,Car,FALSE,Guns,2017
shot,gun,36,M,Native,Spokane,WA,Foot,TRUE,Guns,2017
shot,unknown,25,M,Black,Philadelphia,PA,Car,FALSE,Unknown,2017
shot,unarmed,28,M,White,Wichita,KS,Not fleeing,FALSE,Unarmed,2017
shot,gun,38,M,White,Chester,VA,Not fleeing,FALSE,Guns,2017
shot,gun,30,M,Black,Elkhart,IN,Car,FALSE,Guns,2017
shot,gun,31,M,Hispanic,Redwood City,CA,Not fleeing,FALSE,Guns,2017
shot,unknown,36,M,White,Crowell,TX,Other,FALSE,Unknown,2017
shot,gun,65,M,White,Rossville,GA,Not fleeing,FALSE,Guns,2018
shot,gun,42,M,White,Romance,AR,Not fleeing,FALSE,Guns,2018
shot,gun,65,M,White,Edgewater,FL,Not fleeing,TRUE,Guns,2018
shot,gun,30,F,White,Camp Wood,TX,Not fleeing,FALSE,Guns,2018
shot,gun,49,M,White,Ozark,AR,Not fleeing,FALSE,Guns,2018
shot,knife,66,M,White,Joplin,MO,Not fleeing,FALSE,Sharp objects,2018
shot,gun,28,M,Black,Oakland,CA,Not fleeing,FALSE,Guns,2018
shot,gun,27,M,White,Boise,ID,Not fleeing,FALSE,Guns,2018
shot,gun,31,M,White,Crandon,WI,Not fleeing,FALSE,Guns,2018
shot,gun,46,M,White,Springfield,MO,Not fleeing,FALSE,Guns,2018
shot,gun,28,M,Black,Whitehall,OH,Not fleeing,FALSE,Guns,2018
shot,gun,35,M,Asian,Long Beach,CA,Not fleeing,FALSE,Guns,2018
shot,pole and knife,24,M,Hispanic,Albuquerque,NM,Not fleeing,FALSE,Multiple,2018
shot,gun,17,M,Black,Little Rock,AR,Not fleeing,FALSE,Guns,2018
shot,baseball bat,39,M,White,McLoud,OK,Not fleeing,FALSE,Blunt instruments,2018
shot,gun,21,M,White,Round Rock,TX,Not fleeing,FALSE,Guns,2018
shot,knife,21,M,Native,Sparta,WI,Not fleeing,FALSE,Sharp objects,2018
shot,gun,57,M,Hispanic,San Carlos Park,FL,Not fleeing,FALSE,Guns,2018
shot,vehicle,27,M,White,Manchester Township,PA,Car,FALSE,Vehicles,2018
shot,gun,62,M,White,Birmingham,AL,Not fleeing,FALSE,Guns,2018
shot and Tasered,unarmed,40,M,Black,Los Lunas,NM,Car,FALSE,Unarmed,2018
shot,gun,38,M,Black,Lauderhill,FL,Foot,FALSE,Guns,2018
shot,knife,27,M,Hispanic,Santa Maria,CA,Not fleeing,FALSE,Sharp objects,2018
shot,gun,54,M,Black,Danville,VA,Not fleeing,FALSE,Guns,2018
shot,gun,27,M,White,Tacoma,WA,Not fleeing,FALSE,Guns,2018
shot and Tasered,unarmed,51,M,White,Sedona,AZ,Not fleeing,FALSE,Unarmed,2018
shot,gun,25,M,White,Church Hill,TN,Not fleeing,FALSE,Guns,2018
shot,gun,46,M,Hispanic,Los Angeles,CA,Other,FALSE,Guns,2018
shot,gun,20,M,Black,Kansas City,MO,Foot,FALSE,Guns,2018
shot and Tasered,gun,32,M,White,Kansas City,MO,Foot,FALSE,Guns,2018
shot,ax,27,M,Asian,San Jose,CA,Not fleeing,TRUE,Blunt instruments,2018
shot,vehicle,21,M,Black,Palmdale,CA,Car,FALSE,Vehicles,2018
shot,gun,60,M,Hispanic,Fort Worth,TX,Other,FALSE,Guns,2018
shot,gun,44,M,White,Lexington County,SC,Car,FALSE,Guns,2018
shot,gun,23,M,Black,Charlotte,NC,Not fleeing,FALSE,Guns,2018
shot,gun,31,M,White,Elko,NV,Not fleeing,FALSE,Guns,2018
shot,gun,43,M,Black,Pittsburg,CA,Not fleeing,FALSE,Guns,2018
shot,gun,39,M,White,Scottsville,KY,Not fleeing,FALSE,Guns,2018
shot,gun,54,M,White,Sherwood,OR,Car,FALSE,Guns,2018
shot,gun,22,M,Black,Columbus,OH,Not fleeing,FALSE,Guns,2018
shot,gun,37,M,White,Cave Junction,OR,Not fleeing,FALSE,Guns,2018
shot,gun,42,M,White,Huntersville,NC,Not fleeing,TRUE,Guns,2018
shot,gun,22,M,Hispanic,El Sereno,CA,Not fleeing,FALSE,Guns,2018
shot,gun,42,M,Hispanic,Eugene,OR,Not fleeing,FALSE,Guns,2018
shot,gun,32,M,White,Montpelier,VT,Foot,FALSE,Guns,2018
shot,unknown,30,M,Hispanic,Bedford,TX,Not fleeing,FALSE,Unknown,2018
shot,gun,53,F,White,Gooding,ID,Not fleeing,FALSE,Guns,2018
shot and Tasered,unarmed,27,M,White,Adams County,CO,Not fleeing,FALSE,Unarmed,2018
shot,pellet gun,72,F,Black,Tulsa,OK,Not fleeing,FALSE,Guns,2018
shot,gun,29,M,Black,Nashua,IA,Car,FALSE,Guns,2018
shot,gun,34,M,Black,Memphis,TN,Car,FALSE,Guns,2018
shot,gun,26,M,Black,Racine,WI,Foot,FALSE,Guns,2018
shot,knife,22,M,Hispanic,Phoenix,AZ,Not fleeing,FALSE,Sharp objects,2018
shot,unarmed,16,M,White,Franklin County,OH,Not fleeing,FALSE,Unarmed,2018
shot,gun,31,M,Black,Harrisburg,PA,Not fleeing,FALSE,Guns,2018
shot,knife,58,M,White,Boonville,IN,Not fleeing,FALSE,Sharp objects,2018
shot,knife,23,M,White,Fairmont,MN,Not fleeing,FALSE,Sharp objects,2018
shot,gun,44,M,White,Dunwoody,GA,Not fleeing,FALSE,Guns,2018
shot,gun,46,M,White,Lake Wales,FL,Not fleeing,FALSE,Guns,2018
shot,unarmed,61,M,Black,Longview,TX,Not fleeing,FALSE,Unarmed,2018
shot,unknown,17,M,White,Overland Park,KS,Car,FALSE,Unknown,2018
shot,unknown,46,M,White,Rockledge,FL,Car,FALSE,Unknown,2018
shot,unknown,35,M,White,Ebey Island,WA,Not fleeing,FALSE,Unknown,2018
shot,gun,36,M,White,Battle Creek,MI,Not fleeing,FALSE,Guns,2018
shot,unknown,28,M,Hispanic,Irving,TX,Car,FALSE,Unknown,2018
shot,unarmed,37,M,White,Sallisaw,OK,Not fleeing,FALSE,Unarmed,2018
shot,unknown,47,M,White,Millville,NJ,Other,FALSE,Unknown,2018
shot,gun,35,M,Hispanic,Pueblo,CO,Other,TRUE,Guns,2018
shot,gun,40,M,White,Tulsa,OK,Car,FALSE,Guns,2018
shot,BB gun,24,M,Black,Chatham County,GA,Other,TRUE,Guns,2018
shot,pipe,18,M,Hispanic,League City,TX,Foot,FALSE,Blunt instruments,2018
shot,unarmed,38,M,Black,Bradenton,FL,Car,FALSE,Unarmed,2018
shot,unknown,54,M,White,Idaho Falls,ID,Foot,FALSE,Unknown,2018
shot,unknown,27,M,Hispanic,Sparks,NV,Foot,FALSE,Unknown,2018
shot,gun,62,M,White,Union Township,MI,Not fleeing,FALSE,Guns,2018
shot,gun,66,M,White,Little Orleans,MD,Not fleeing,FALSE,Guns,2018
shot,unarmed,47,M,Hispanic,Houston,TX,Not fleeing,FALSE,Unarmed,2018
shot,knife,19,M,Hispanic,San Antonio,TX,Other,FALSE,Sharp objects,2018
shot,toy weapon,27,M,White,Buford,GA,Not fleeing,FALSE,Other unusual objects,2018
shot,gun,23,M,White,Austin,TX,Car,FALSE,Guns,2018
shot,gun,42,M,Hispanic,Las Vegas,NV,Other,FALSE,Guns,2018
shot,unknown,43,M,Black,Rock Falls,IL,Car,FALSE,Unknown,2018
shot,knife,42,M,White,Alton,IL,Not fleeing,FALSE,Sharp objects,2018
shot,knife,45,M,Black,Walton,IN,Not fleeing,FALSE,Sharp objects,2018
shot,unknown,21,F,Black,Jackson,MS,Car,FALSE,Unknown,2018
shot,gun,43,F,White,San Antonio,TX,Not fleeing,FALSE,Guns,2018
shot,gun,45,M,White,London,KY,Not fleeing,FALSE,Guns,2018
shot,gun,33,M,Black,Baltimore,MD,Foot,TRUE,Guns,2018
shot,gun,38,M,White,Chamblee,GA,Foot,FALSE,Guns,2018
shot,gun,33,M,White,Conroe,TX,Car,FALSE,Guns,2018
shot,knife,46,M,Hispanic,Houston,TX,Car,FALSE,Sharp objects,2018
shot,knife,52,M,Black,Bronx,NY,Foot,TRUE,Sharp objects,2018
shot,knife,46,M,Hispanic,Houston,TX,Not fleeing,FALSE,Sharp objects,2018
shot,unarmed,40,M,White,Pink,OK,Not fleeing,FALSE,Unarmed,2018
shot,knife,20,M,Hispanic,St. James,MN,Foot,FALSE,Sharp objects,2018
shot,knife,39,M,Hispanic,Arvada,CO,Not fleeing,FALSE,Sharp objects,2018
shot,unarmed,35,M,White,Waverly,OH,Foot,FALSE,Unarmed,2018
shot,unknown,31,M,Black,Harrisburg,PA,Not fleeing,FALSE,Unknown,2018
shot,gun,32,M,Black,Peoria,IL,Foot,FALSE,Guns,2018
shot,gun,56,M,White,Oklahoma City,OK,Not fleeing,FALSE,Guns,2018
shot,gun,37,M,Black,Houston,TX,Foot,FALSE,Guns,2018
shot,gun,32,M,White,Louisville,KY,Not fleeing,FALSE,Guns,2018
shot,knife,28,M,Black,Clayton,GA,Other,FALSE,Sharp objects,2018
shot,gun,26,M,White,Helena,MT,Other,FALSE,Guns,2018
shot,knife,27,M,White,Charlotte,NC,Not fleeing,TRUE,Sharp objects,2018
shot,toy weapon,37.1179309,M,Black,Atlanta,GA,Foot,FALSE,Other unusual objects,2018
shot,unarmed,43,M,White,Reading,MA,Foot,FALSE,Unarmed,2018
shot,gun,49,M,White,Gulfport,MS,Foot,FALSE,Guns,2018
shot,gun,16,M,Black,Los Angeles,CA,Foot,FALSE,Guns,2018
shot,gun,35,M,White,Nice,CA,Not fleeing,FALSE,Guns,2018
shot,gun,19,M,Hispanic,Colorado Springs,CO,Not fleeing,FALSE,Guns,2018
shot,unarmed,59,M,White,St. Augustine,FL,Not fleeing,FALSE,Unarmed,2018
shot,knife,29,M,Hispanic,Denver,CO,Not fleeing,FALSE,Sharp objects,2018
shot,unknown,37,M,Hispanic,Los Angeles,CA,Car,FALSE,Unknown,2018
shot and Tasered,unknown,22,M,White,Lantana,FL,Car,FALSE,Unknown,2018
shot,BB gun,40,M,White,Antioch,CA,Not fleeing,FALSE,Guns,2018
shot,knife,35,M,Hispanic,Grant-Valkaria,FL,Not fleeing,FALSE,Sharp objects,2018
shot,gun,39,M,Black,Locust Grove,GA,Not fleeing,FALSE,Guns,2018
shot,vehicle,36,M,Black,Atlanta,GA,Car,FALSE,Vehicles,2018
shot,gun,78,M,White,Flagstaff,AZ,Not fleeing,TRUE,Guns,2018
shot,toy weapon,25,M,White,Columbus,OH,Foot,FALSE,Other unusual objects,2018
shot,gun,41,M,White,Aurora,CO,Not fleeing,FALSE,Guns,2018
shot,gun,63,M,White,Kingman,AZ,Not fleeing,TRUE,Guns,2018
shot and Tasered,machete,48,M,Black,Tampa,FL,Not fleeing,FALSE,Sharp objects,2018
shot,gun,42,M,White,Bolton,VT,Not fleeing,FALSE,Guns,2018
shot,gun,39,M,Black,Pittsburgh,PA,Foot,FALSE,Guns,2018
shot,gun,84,M,White,Homestead,FL,Not fleeing,FALSE,Guns,2018
shot,unarmed,33,M,Black,Vallejo,CA,Foot,FALSE,Unarmed,2018
shot,gun and knife,52,M,Asian,Denver,CO,Not fleeing,FALSE,Multiple,2018
shot,gun,48,F,White,Willits,CA,Car,FALSE,Guns,2018
shot,knife,30,M,Black,Merrillville,IN,Not fleeing,FALSE,Sharp objects,2018
